,image_path,label
0,VOCdevkit/VOC2008/JPEGImages/2008_000008.jpg,horse
1,VOCdevkit/VOC2008/JPEGImages/2008_000008.jpg,person
2,VOCdevkit/VOC2008/JPEGImages/2008_000015.jpg,bottle
3,VOCdevkit/VOC2008/JPEGImages/2008_000015.jpg,bottle
4,VOCdevkit/VOC2008/JPEGImages/2008_000019.jpg,dog
5,VOCdevkit/VOC2008/JPEGImages/2008_000019.jpg,dog
6,VOCdevkit/VOC2008/JPEGImages/2008_000019.jpg,dog
7,VOCdevkit/VOC2008/JPEGImages/2008_000023.jpg,tvmonitor
8,VOCdevkit/VOC2008/JPEGImages/2008_000023.jpg,bottle
9,VOCdevkit/VOC2008/JPEGImages/2008_000023.jpg,person
10,VOCdevkit/VOC2008/JPEGImages/2008_000023.jpg,person
11,VOCdevkit/VOC2008/JPEGImages/2008_000023.jpg,person
12,VOCdevkit/VOC2008/JPEGImages/2008_000028.jpg,car
13,VOCdevkit/VOC2008/JPEGImages/2008_000028.jpg,car
14,VOCdevkit/VOC2008/JPEGImages/2008_000033.jpg,aeroplane
15,VOCdevkit/VOC2008/JPEGImages/2008_000036.jpg,bicycle
16,VOCdevkit/VOC2008/JPEGImages/2008_000036.jpg,bicycle
17,VOCdevkit/VOC2008/JPEGImages/2008_000036.jpg,person
18,VOCdevkit/VOC2008/JPEGImages/2008_000036.jpg,boat
19,VOCdevkit/VOC2008/JPEGImages/2008_000036.jpg,boat
20,VOCdevkit/VOC2008/JPEGImages/2008_000037.jpg,aeroplane
21,VOCdevkit/VOC2008/JPEGImages/2008_000041.jpg,person
22,VOCdevkit/VOC2008/JPEGImages/2008_000041.jpg,person
23,VOCdevkit/VOC2008/JPEGImages/2008_000041.jpg,person
24,VOCdevkit/VOC2008/JPEGImages/2008_000041.jpg,person
25,VOCdevkit/VOC2008/JPEGImages/2008_000041.jpg,person
26,VOCdevkit/VOC2008/JPEGImages/2008_000041.jpg,person
27,VOCdevkit/VOC2008/JPEGImages/2008_000041.jpg,chair
28,VOCdevkit/VOC2008/JPEGImages/2008_000041.jpg,chair
29,VOCdevkit/VOC2008/JPEGImages/2008_000041.jpg,chair
